subject,id,Dataset,CM,size,radius
136_T1_MRI_SWI_BFC_50mm_HM_sCMB_V1,9,pMOMENI_synth,"[221, 265, 185]",67.0,2.52
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,0,pMOMENI_synth,"[51, 148, 122]",68.0,2.53
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,1,pMOMENI_synth,"[61, 223, 84]",70.0,2.56
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,2,pMOMENI_synth,"[73, 153, 157]",94.0,2.82
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,3,pMOMENI_synth,"[74, 191, 132]",91.0,2.79
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,4,pMOMENI_synth,"[83, 224, 129]",112.0,2.99
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,5,pMOMENI_synth,"[113, 146, 103]",70.0,2.56
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,6,pMOMENI_synth,"[129, 191, 253]",52.0,2.32
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,7,pMOMENI_synth,"[151, 133, 81]",76.0,2.63
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,8,pMOMENI_synth,"[166, 226, 158]",50.0,2.29
211_T5_MRI_SWI_BFC_50mm_HM_sCMB_V1,9,pMOMENI_synth,"[208, 230, 84]",94.0,2.82
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,0,pMOMENI_synth,"[55, 127, 87]",84.0,2.72
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,1,pMOMENI_synth,"[64, 233, 196]",95.0,2.83
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,2,pMOMENI_synth,"[87, 78, 140]",120.0,3.06
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,3,pMOMENI_synth,"[89, 97, 230]",57.0,2.39
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,4,pMOMENI_synth,"[92, 134, 226]",74.0,2.6
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,5,pMOMENI_synth,"[98, 262, 165]",165.0,3.4
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,6,pMOMENI_synth,"[115, 84, 130]",119.0,3.05
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,7,pMOMENI_synth,"[170, 161, 128]",59.0,2.42
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,8,pMOMENI_synth,"[190, 175, 212]",104.0,2.92
124_T4_MRI_SWI_BFC_50mm_HM_sCMB_V9,9,pMOMENI_synth,"[203, 84, 169]",65.0,2.49
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,0,pMOMENI_synth,"[30, 185, 198]",111.0,2.98
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,1,pMOMENI_synth,"[59, 299, 215]",59.0,2.42
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,2,pMOMENI_synth,"[71, 255, 217]",72.0,2.58
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,3,pMOMENI_synth,"[99, 243, 274]",106.0,2.94
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,4,pMOMENI_synth,"[123, 228, 284]",98.0,2.86
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,5,pMOMENI_synth,"[153, 149, 254]",91.0,2.79
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,6,pMOMENI_synth,"[177, 195, 149]",113.0,3.0
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,7,pMOMENI_synth,"[183, 204, 247]",116.0,3.03
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,8,pMOMENI_synth,"[205, 102, 133]",112.0,2.99
22_T6_MRI_SWI_BFC_50mm_HM_sCMB_V6,9,pMOMENI_synth,"[216, 152, 114]",83.0,2.71
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,0,pMOMENI_synth,"[20, 191, 182]",112.0,2.99
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,1,pMOMENI_synth,"[55, 129, 122]",114.0,3.01
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,2,pMOMENI_synth,"[55, 64, 136]",55.0,2.36
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,3,pMOMENI_synth,"[58, 156, 190]",126.0,3.11
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,4,pMOMENI_synth,"[101, 250, 211]",110.0,2.97
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,5,pMOMENI_synth,"[113, 82, 114]",116.0,3.03
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,6,pMOMENI_synth,"[128, 122, 237]",75.0,2.62
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,7,pMOMENI_synth,"[166, 189, 126]",65.0,2.49
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,8,pMOMENI_synth,"[176, 156, 241]",82.0,2.7
272_T4_MRI_SWI_BFC_50mm_HM_sCMB_V4,9,pMOMENI_synth,"[235, 187, 161]",487.0,4.88
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,0,pMOMENI_synth,"[88, 114, 217]",62.0,2.46
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,1,pMOMENI_synth,"[103, 299, 169]",117.0,3.03
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,2,pMOMENI_synth,"[104, 310, 178]",96.0,2.84
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,3,pMOMENI_synth,"[137, 108, 235]",45.0,2.21
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,4,pMOMENI_synth,"[141, 139, 71]",102.0,2.9
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,5,pMOMENI_synth,"[166, 98, 66]",99.0,2.87
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,6,pMOMENI_synth,"[171, 193, 254]",126.0,3.11
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,7,pMOMENI_synth,"[172, 44, 103]",64.0,2.48
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,8,pMOMENI_synth,"[184, 211, 245]",53.0,2.33
257_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,9,pMOMENI_synth,"[224, 102, 63]",97.0,2.85
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,0,pMOMENI_synth,"[48, 130, 129]",101.0,2.89
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,1,pMOMENI_synth,"[59, 113, 162]",114.0,3.01
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,2,pMOMENI_synth,"[76, 94, 173]",87.0,2.75
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,3,pMOMENI_synth,"[78, 112, 203]",79.0,2.66
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,4,pMOMENI_synth,"[105, 147, 226]",122.0,3.08
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,5,pMOMENI_synth,"[107, 202, 227]",111.0,2.98
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,6,pMOMENI_synth,"[112, 146, 89]",91.0,2.79
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,7,pMOMENI_synth,"[147, 272, 182]",60.0,2.43
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,8,pMOMENI_synth,"[165, 225, 219]",99.0,2.87
230_T0_MRI_SWI_BFC_50mm_HM_sCMB_V6,9,pMOMENI_synth,"[217, 221, 178]",113.0,3.0
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,0,pMOMENI_synth,"[55, 198, 182]",72.0,2.58
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,1,pMOMENI_synth,"[96, 151, 36]",111.0,2.98
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,2,pMOMENI_synth,"[113, 209, 203]",111.0,2.98
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,3,pMOMENI_synth,"[120, 144, 61]",74.0,2.6
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,4,pMOMENI_synth,"[124, 311, 214]",84.0,2.72
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,5,pMOMENI_synth,"[141, 196, 56]",101.0,2.89
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,6,pMOMENI_synth,"[170, 46, 137]",58.0,2.4
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,7,pMOMENI_synth,"[178, 188, 112]",118.0,3.04
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,8,pMOMENI_synth,"[195, 130, 60]",105.0,2.93
179_T3_MRI_SWI_BFC_50mm_HM_sCMB_V8,9,pMOMENI_synth,"[252, 108, 192]",121.0,3.07
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,0,pMOMENI_synth,"[95, 279, 240]",90.0,2.78
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,1,pMOMENI_synth,"[108, 226, 206]",1.0,2.81
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,2,pMOMENI_synth,"[116, 207, 151]",93.0,2.49
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,3,pMOMENI_synth,"[146, 131, 131]",65.0,2.79
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,4,pMOMENI_synth,"[149, 193, 99]",91.0,3.02
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,5,pMOMENI_synth,"[154, 145, 224]",115.0,2.49
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,6,pMOMENI_synth,"[171, 73, 215]",65.0,2.7
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,7,pMOMENI_synth,"[191, 157, 87]",82.0,2.47
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,8,pMOMENI_synth,"[207, 242, 198]",63.0,2.91
203_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,9,pMOMENI_synth,"[240, 151, 211]",103.0,2.84
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,0,pMOMENI_synth,"[85, 170, 89]",72.0,2.58
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,1,pMOMENI_synth,"[104, 99, 248]",90.0,2.78
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,2,pMOMENI_synth,"[114, 141, 162]",120.0,3.06
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,3,pMOMENI_synth,"[117, 195, 279]",105.0,2.93
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,4,pMOMENI_synth,"[182, 228, 314]",98.0,2.86
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,5,pMOMENI_synth,"[186, 150, 116]",74.0,2.6
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,6,pMOMENI_synth,"[193, 258, 250]",73.0,2.59
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,7,pMOMENI_synth,"[215, 307, 214]",69.0,2.54
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,8,pMOMENI_synth,"[250, 168, 160]",74.0,2.6
208_T1_MRI_SWI_BFC_50mm_HM_sCMB_V6,9,pMOMENI_synth,"[255, 150, 198]",61.0,2.44
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,0,pMOMENI_synth,"[80, 285, 187]",106.0,2.94
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,1,pMOMENI_synth,"[94, 163, 134]",114.0,3.01
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,2,pMOMENI_synth,"[115, 100, 199]",120.0,3.06
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,3,pMOMENI_synth,"[122, 107, 201]",97.0,2.85
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,4,pMOMENI_synth,"[176, 72, 171]",71.0,2.57
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,5,pMOMENI_synth,"[185, 212, 192]",65.0,2.49
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,6,pMOMENI_synth,"[222, 187, 220]",103.0,2.91
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,7,pMOMENI_synth,"[221, 263, 229]",54.0,2.34
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,8,pMOMENI_synth,"[257, 139, 159]",239.0,3.85
234_T1_MRI_SWI_BFC_50mm_HM_sCMB_V7,9,pMOMENI_synth,"[256, 135, 169]",98.0,2.86
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,0,pMOMENI_synth,"[71, 258, 159]",93.0,2.81
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,1,pMOMENI_synth,"[84, 280, 153]",242.0,3.87
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,2,pMOMENI_synth,"[96, 204, 121]",67.0,2.52
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,3,pMOMENI_synth,"[133, 106, 79]",60.0,2.43
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,4,pMOMENI_synth,"[148, 262, 145]",96.0,2.84
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,5,pMOMENI_synth,"[153, 74, 222]",71.0,2.57
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,6,pMOMENI_synth,"[192, 127, 260]",95.0,2.83
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,7,pMOMENI_synth,"[208, 121, 131]",59.0,2.42
304_T2_MRI_SWI_BFC_50mm_HM_rsCMB_V3,8,pMOMENI_synth,"[241, 120, 126]",106.0,2.94
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,0,pMOMENI_synth,"[46, 126, 138]",94.0,2.82
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,1,pMOMENI_synth,"[71, 155, 123]",110.0,2.97
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,2,pMOMENI_synth,"[73, 166, 196]",92.0,2.8
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,3,pMOMENI_synth,"[99, 168, 128]",114.0,3.01
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,4,pMOMENI_synth,"[125, 223, 271]",72.0,2.58
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,5,pMOMENI_synth,"[131, 125, 263]",110.0,2.97
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,6,pMOMENI_synth,"[170, 190, 236]",70.0,2.56
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,7,pMOMENI_synth,"[189, 265, 211]",72.0,2.58
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,8,pMOMENI_synth,"[206, 262, 185]",126.0,3.11
153_T2_MRI_SWI_BFC_50mm_HM_sCMB_V3,9,pMOMENI_synth,"[256, 138, 144]",66.0,2.51
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,0,pMOMENI_synth,"[92, 316, 218]",114.0,3.01
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,1,pMOMENI_synth,"[104, 133, 205]",111.0,2.98
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,2,pMOMENI_synth,"[123, 328, 211]",57.0,2.39
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,3,pMOMENI_synth,"[174, 147, 232]",72.0,2.58
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,4,pMOMENI_synth,"[176, 146, 260]",85.0,2.73
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,5,pMOMENI_synth,"[194, 151, 270]",113.0,3.0
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,6,pMOMENI_synth,"[196, 181, 140]",84.0,2.72
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,7,pMOMENI_synth,"[222, 258, 180]",94.0,2.82
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,8,pMOMENI_synth,"[233, 191, 169]",72.0,2.58
192_T3_MRI_SWI_BFC_50mm_HM_sCMB_V4,9,pMOMENI_synth,"[241, 184, 166]",70.0,2.56
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,0,pMOMENI_synth,"[56, 180, 132]",121.0,3.07
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,1,pMOMENI_synth,"[69, 166, 146]",112.0,2.99
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,2,pMOMENI_synth,"[80, 163, 78]",108.0,2.95
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,3,pMOMENI_synth,"[97, 74, 155]",76.0,2.63
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,4,pMOMENI_synth,"[138, 216, 258]",116.0,3.03
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,5,pMOMENI_synth,"[160, 77, 207]",60.0,2.43
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,6,pMOMENI_synth,"[177, 101, 212]",70.0,2.56
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,7,pMOMENI_synth,"[208, 129, 103]",625.0,5.3
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,8,pMOMENI_synth,"[231, 278, 174]",55.0,2.36
257_T4_MRI_SWI_BFC_50mm_HM_sCMB_V10,9,pMOMENI_synth,"[241, 152, 225]",63.0,2.47
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,0,pMOMENI_synth,"[54, 160, 262]",111.0,2.98
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,1,pMOMENI_synth,"[78, 201, 178]",107.0,2.95
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,2,pMOMENI_synth,"[81, 271, 225]",124.0,3.09
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,3,pMOMENI_synth,"[102, 185, 121]",82.0,2.7
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,4,pMOMENI_synth,"[118, 319, 232]",54.0,2.34
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,5,pMOMENI_synth,"[143, 146, 113]",114.0,3.01
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,6,pMOMENI_synth,"[146, 192, 80]",61.0,2.44
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,7,pMOMENI_synth,"[169, 145, 159]",93.0,2.81
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,8,pMOMENI_synth,"[178, 249, 167]",68.0,2.53
203_T3_MRI_SWI_BFC_50mm_HM_sCMB_V10,9,pMOMENI_synth,"[183, 183, 143]",53.0,2.33
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,0,pMOMENI_synth,"[47, 144, 159]",108.0,2.95
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,1,pMOMENI_synth,"[57, 243, 173]",105.0,2.93
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,2,pMOMENI_synth,"[79, 101, 184]",100.0,2.88
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,3,pMOMENI_synth,"[107, 193, 142]",61.0,2.44
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,4,pMOMENI_synth,"[126, 123, 167]",87.0,2.75
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,5,pMOMENI_synth,"[128, 136, 222]",94.0,2.82
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,6,pMOMENI_synth,"[138, 199, 149]",117.0,3.03
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,7,pMOMENI_synth,"[171, 264, 261]",114.0,3.01
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,8,pMOMENI_synth,"[222, 86, 133]",108.0,2.95
234_T2_MRI_SWI_BFC_50mm_HM_sCMB_V7,9,pMOMENI_synth,"[223, 114, 156]",72.0,2.58
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,0,pMOMENI_synth,"[82, 86, 118]",116.0,3.03
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,1,pMOMENI_synth,"[88, 251, 152]",136.0,3.19
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,2,pMOMENI_synth,"[106, 116, 231]",77.0,2.64
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,3,pMOMENI_synth,"[141, 129, 52]",117.0,3.03
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,4,pMOMENI_synth,"[149, 288, 245]",120.0,3.06
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,5,pMOMENI_synth,"[156, 112, 50]",100.0,2.88
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,6,pMOMENI_synth,"[168, 247, 240]",112.0,2.99
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,7,pMOMENI_synth,"[186, 243, 177]",81.0,2.68
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,8,pMOMENI_synth,"[187, 133, 101]",108.0,2.95
301_T0_MRI_SWI_BFC_50mm_HM_rsCMB_V2,9,pMOMENI_synth,"[192, 114, 77]",114.0,3.01
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,0,pMOMENI_synth,"[57, 84, 184]",106.0,2.94
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,1,pMOMENI_synth,"[95, 171, 160]",61.0,2.44
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,2,pMOMENI_synth,"[95, 235, 205]",51.0,2.3
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,3,pMOMENI_synth,"[96, 210, 150]",115.0,3.02
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,4,pMOMENI_synth,"[103, 289, 223]",52.0,2.32
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,5,pMOMENI_synth,"[115, 102, 155]",111.0,2.98
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,6,pMOMENI_synth,"[151, 220, 251]",67.0,2.52
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,7,pMOMENI_synth,"[174, 127, 237]",104.0,2.92
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,8,pMOMENI_synth,"[209, 154, 132]",120.0,3.06
287_T1_MRI_SWI_BFC_50mm_HM_sCMB_V8,9,pMOMENI_synth,"[227, 198, 144]",108.0,2.95
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,0,pMOMENI_synth,"[47, 113, 195]",69.0,2.54
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,1,pMOMENI_synth,"[119, 104, 207]",98.0,2.86
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,2,pMOMENI_synth,"[150, 104, 218]",84.0,2.72
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,3,pMOMENI_synth,"[151, 223, 265]",112.0,2.99
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,4,pMOMENI_synth,"[164, 134, 121]",137.0,3.2
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,5,pMOMENI_synth,"[165, 274, 235]",106.0,2.94
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,6,pMOMENI_synth,"[193, 79, 125]",76.0,2.63
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,7,pMOMENI_synth,"[194, 135, 100]",58.0,2.4
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,8,pMOMENI_synth,"[212, 139, 152]",67.0,2.52
184_T2_MRI_SWI_BFC_50mm_HM_sCMB_V5,9,pMOMENI_synth,"[219, 161, 190]",87.0,2.75
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,0,pMOMENI_synth,"[34, 191, 186]",64.0,2.48
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,1,pMOMENI_synth,"[68, 202, 105]",100.0,2.88
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,2,pMOMENI_synth,"[87, 195, 88]",74.0,2.6
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,3,pMOMENI_synth,"[92, 279, 155]",56.0,2.37
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,4,pMOMENI_synth,"[132, 268, 155]",56.0,2.37
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,5,pMOMENI_synth,"[140, 161, 85]",64.0,2.48
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,6,pMOMENI_synth,"[160, 202, 166]",64.0,2.48
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,7,pMOMENI_synth,"[213, 193, 110]",76.0,2.63
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,8,pMOMENI_synth,"[233, 116, 138]",88.0,2.76
242_T1_MRI_SWI_BFC_50mm_HM_rsCMB_V1,9,pMOMENI_synth,"[235, 183, 194]",106.0,2.94
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,0,pMOMENI_synth,"[60, 201, 244]",110.0,2.97
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,1,pMOMENI_synth,"[72, 266, 182]",117.0,3.03
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,2,pMOMENI_synth,"[93, 243, 185]",103.0,2.91
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,3,pMOMENI_synth,"[152, 179, 119]",67.0,2.52
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,4,pMOMENI_synth,"[189, 214, 123]",97.0,2.85
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,5,pMOMENI_synth,"[211, 221, 132]",107.0,2.95
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,6,pMOMENI_synth,"[211, 263, 158]",81.0,2.68
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,7,pMOMENI_synth,"[247, 158, 171]",109.0,2.96
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,8,pMOMENI_synth,"[250, 132, 133]",109.0,2.96
282_T2_MRI_SWI_BFC_50mm_HM_sCMB_V10,9,pMOMENI_synth,"[258, 205, 190]",125.0,3.1
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,0,pMOMENI_synth,"[95, 264, 263]",112.0,2.99
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,1,pMOMENI_synth,"[124, 204, 230]",117.0,3.03
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,2,pMOMENI_synth,"[127, 276, 220]",123.0,3.09
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,3,pMOMENI_synth,"[128, 45, 158]",90.0,2.78
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,4,pMOMENI_synth,"[157, 127, 224]",62.0,2.46
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,5,pMOMENI_synth,"[172, 131, 60]",123.0,3.09
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,6,pMOMENI_synth,"[179, 321, 226]",81.0,2.68
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,7,pMOMENI_synth,"[184, 126, 91]",94.0,2.82
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,8,pMOMENI_synth,"[214, 155, 193]",64.0,2.48
203_T1_MRI_SWI_BFC_50mm_HM_sCMB_V10,9,pMOMENI_synth,"[227, 271, 214]",133.0,3.17
250_T1_MRI_SWI_BFC_50mm_HM_sCMB_V4,0,pMOMENI_synth,"[77, 58, 79]",112.0,2.99
